99,7,,,,,,
-0.4180023733,1.0920554233,0.9910976876,-0.1101000881,0.6555312318,0.0338073307,0.0114140739,1
0.4342551179,0.6457452225,-0.1556841136,0.2560542044,0.0693017208,1.3898953701,2.0032413875,0
0.0464996409,0.9062362772,1.3587283316,1.0878574273,0.1150586425,-0.1786799727,1.1472781092,1
0.2472071349,0.266955926,1.3597790674,-0.1410192087,1.1365473632,1.184488949,1.359659791,1
-0.5568944329,-0.3760617392,0.6682845615,1.76464158,-0.8662492606,1.1997377061,-0.3477675376,1
-0.1463465887,1.1100253402,0.6071984296,0.4420096549,0.7987459724,0.2017681008,-0.1846512018,1
-0.1178504359,0.1983886656,-0.5783519063,0.32182224,-0.6663425014,-0.4914266912,0.3017969621,0
-0.6423783238,0.3029192308,-0.6149878868,0.8987155924,1.495769318,0.7619813992,0.1551518835,0
0.0895636113,1.0204252382,0.3266400823,0.7416653339,0.9755012024,1.2086172012,-0.16237532,0
0.0209577483,1.4201346668,-0.1460565833,0.0653708901,0.5359648217,1.1830341196,1.1149214408,0
-0.1872336045,-0.6809205053,0.8236523348,1.5256068303,1.0487520714,0.0583680785,1.0916257559,0
0.1271748555,-0.0817857636,1.0196160748,1.0759011393,0.1142557515,0.9128710329,-0.0588844194,1
-0.2841516034,1.1205709352,1.1868480037,1.5636646264,0.0191153565,0.1550971846,0.81318594,1
0.2255942185,-0.2288108816,1.0533645547,1.7859318453,0.2435671917,1.4360181625,-0.0515105657,1
0.0074647693,1.187844101,-0.6618138361,1.3776059808,1.1253990169,1.4160340431,-0.0865758922,0
0.3727467129,0.3105880582,1.0236176333,-0.4036544241,0.3422597387,-0.2115575282,-0.2920434474,1
-0.2298929007,1.2733628529,0.8940451859,-0.3362473247,0.5500650003,0.3763241408,0.2531346076,1
0.1742439454,0.055253251,-0.1378736329,0.0330442059,0.5416239519,0.5317396103,-0.7735672361,0
0.0927743057,0.814673698,1.1997332049,0.9223877704,-0.0668964118,0.1480181657,1.06068939,1
-0.1598907666,0.6864339636,0.2208382618,1.077975568,0.9467617569,1.1286917826,0.2555257394,0
-0.4010607611,-0.6490167499,1.0404663184,1.0525095703,-0.1959586666,1.2112589784,-0.3074847289,1
-0.1325356239,-0.1712254571,1.2450648669,-0.1126865699,1.3874393608,1.263230611,0.7684662959,1
0.9571874425,0.0861300728,1.3456086079,0.7930044682,0.9718947513,1.4580157774,0.7929113707,1
-0.3193175854,-0.3152957879,1.2008215462,0.1699598731,1.181872856,0.8982326237,1.0261293425,1
0.0254779342,1.2121915598,1.2393230668,-0.0987571611,0.900832517,0.3599832781,0.7532413699,1
0.5556627103,1.1119572858,0.5419731637,0.1293287361,1.1000806178,0.1824416886,-0.4301481436,1
-0.1479371931,-0.2649011957,1.6021415977,0.8786229686,-0.0657759463,0.3185837871,-0.4546620152,1
0.02087691,-0.1061500827,-0.3714042228,0.4880804145,0.1152653063,0.3820779491,0.2965736182,0
0.320319478,0.8071217099,-0.3791525132,0.8489652456,1.0188069967,0.2562510104,0.1023592456,0
-0.3263607445,1.2063207191,0.5480588544,-0.8680699281,0.4622328888,0.2998382691,-0.0624359991,1
-0.1245792172,0.931694903,-0.4009196732,1.5430344503,1.0164932373,0.3758198349,1.1739033905,0
0.0447870245,1.1456621568,1.3277632732,0.9857329123,-0.3424228666,-0.2907927352,0.7162614086,1
0.0765985314,0.3070773419,1.0635815905,-0.6902447328,0.609482673,1.0084689037,0.9859760054,1
0.4454650133,-0.484823544,1.084032423,-0.2226397469,1.2155654605,1.0470680065,1.4609692042,1
0.5411667465,1.2388416269,0.6217399539,1.4879520237,1.1672783506,0.9268146444,-0.8134857075,0
-0.5129286094,1.9404075837,0.2099939274,-1.043404883,0.3120938495,1.2570284562,1.5846318333,0
0.4562055917,0.2922148379,-0.5623646609,0.3428618307,1.4618720236,-0.1729501096,0.8689399804,0
0.2544018813,1.3716803337,1.0716396591,0.2503341876,0.0373845937,-0.2549355851,0.8481624283,1
0.4945765809,1.7701780836,1.1800385646,0.5564843106,0.3504321217,0.5755605535,0.8742042178,1
0.0936286229,-0.5424672722,0.7254762587,0.9091608614,0.5410931799,0.6508065757,0.0051215814,1
0.3847620977,-0.3372143027,1.6981019681,0.9203946152,-0.186893032,0.9952636591,-0.2236429071,1
-0.0538246498,1.2375615111,1.029653414,0.6332608471,-0.1176219461,0.060535398,1.0684748047,1
-0.7825316309,-0.0921440791,-0.1505298328,0.03646881,0.4086825654,-0.0928085969,-0.052596378,0
-0.6243442738,0.7068450448,1.3117327484,0.7950919708,-0.4056577988,0.1339584777,0.9409802504,1
-0.4594032605,0.4921205583,-1.2233702364,-0.5063180159,0.0509996792,0.6135762936,0.9418059264,0
0.0102032592,0.99314908,0.0911110001,0.6950572113,0.3503746038,1.1333641564,0.3464887695,0
0.4925027569,0.6619719521,0.5550263727,1.1602916725,0.1178643923,-0.0998237454,1.1275460936,1
-0.0796579707,0.9083789765,1.5656565454,0.7433499628,-0.1392167421,-0.3745787109,0.5283373776,1
-0.0123224261,0.6779811103,0.0701374169,1.5442856633,0.9615875187,-0.507690931,1.1150334896,0
-0.16871924,1.1930406113,1.7210654509,0.2272749249,0.4561166228,0.1761526198,-0.5876408389,1
-0.1517488029,0.1642993402,1.1335730288,0.6661865456,1.0709207701,1.845565461,0.9863140777,1
-0.2696228467,-0.0714017048,0.0576970003,0.6307447468,0.6900642545,-0.1090537475,0.7959151933,0
0.443722246,0.7284564342,0.6212581423,0.3563021083,0.5737731885,0.1017735964,-0.3022575499,1
-0.2146346221,0.3034244412,-0.393517638,0.7538528901,0.7336387462,0.3093078387,1.2947340815,0
